donation_id,donor_id,donation_amount,donation_date,campaign_type,payment_method
T10653,D0222,283.64,2023-07-10,Animal Welfare,Net Banking
T11179,D0036,165.86,2023-08-24,Environment,Net Banking
T10221,D0046,178.01,2023-11-19,Disaster Relief,Debit Card
T10646,D0289,190.08,2023-09-04,Animal Welfare,Net Banking
T11927,D0233,141.16,2024-12-12,Education,UPI
T11872,D0137,150.98,2023-01-21,Environment,UPI
T10924,D0058,120.75,2024-02-29,Health,Credit Card
T10406,D0042,108.6,2024-01-19,Health,UPI
T11422,D0032,18.49,2024-10-02,Disaster Relief,Net Banking
T10769,D0112,354.36,2023-03-30,Education,Credit Card
T11857,D0085,133.44,2024-05-18,Environment,Credit Card
T11260,D0250,72.67,2023-11-04,Disaster Relief,UPI
T11035,D0178,248.34,2024-11-10,Environment,Credit Card
T10611,D0204,331.3,2023-09-03,Animal Welfare,Debit Card
T11992,D0153,198.44,2024-05-17,Environment,Debit Card
T10066,D0080,40.38,2023-07-14,Disaster Relief,Credit Card
T10717,D0096,680.64,2024-05-13,Animal Welfare,Credit Card
T11975,D0146,574.96,2023-07-04,Health,Debit Card
T11541,D0234,32.61,2023-11-14,Environment,Net Banking
T10225,D0227,65.94,2023-02-22,Health,Debit Card
T11118,D0225,71.74,2024-01-26,Environment,UPI
T10554,D0166,428.55,2023-09-12,Education,Debit Card
T10848,D0089,149.51,2023-12-29,Health,Credit Card
T10511,D0189,118.34,2023-12-06,Education,Net Banking
T10752,D0051,207.62,2024-10-03,Environment,UPI
T10242,D0023,502.7,2023-11-22,Environment,Net Banking
T10967,D0019,80.51,2024-08-20,Animal Welfare,Credit Card
T11888,D0296,269.26,2024-05-26,Health,Net Banking
T11681,D0272,752.72,2023-04-08,Animal Welfare,Debit Card
T10660,D0096,98.04,2024-03-17,Environment,Net Banking
T10100,D0103,16.39,2024-04-16,Disaster Relief,Debit Card
T11442,D0095,233.32,2024-02-01,Environment,Net Banking
T10370,D0231,31.25,2024-08-08,Health,Debit Card
T11656,D0022,171.4,2024-02-20,Education,Credit Card
T10520,D0257,190.34,2024-09-18,Environment,UPI
T10845,D0063,117.1,2023-02-13,Environment,UPI
T11283,D0118,11.96,2023-09-11,Disaster Relief,Net Banking
T11092,D0038,197.16,2024-12-25,Disaster Relief,Credit Card
T11164,D0118,45.05,2023-03-20,Animal Welfare,Debit Card
T11174,D0289,211.03,2024-10-14,Education,Debit Card
T11974,D0064,80.97,2023-12-24,Education,Credit Card
T11503,D0090,93.48,2023-07-18,Disaster Relief,Debit Card
T10371,D0244,13.68,2024-05-28,Health,UPI
T11723,D0057,31.3,2024-01-28,Disaster Relief,Net Banking
T11172,D0294,209.83,2023-05-31,Education,Credit Card
T11109,D0236,43.42,2023-12-06,Education,UPI
T10559,D0158,203.68,2023-06-13,Environment,Debit Card
T11234,D0094,220.92,2024-11-30,Health,Net Banking
T11038,D0085,23.52,2023-03-18,,Debit Card
T11194,D0210,19.36,2024-01-06,Education,Credit Card
T11929,D0002,23.41,2024-02-15,Health,Debit Card
T10020,D0118,199.27,2023-02-02,Disaster Relief,Net Banking
T11816,D0095,80.04,2024-11-17,Disaster Relief,UPI
T10294,D0063,37.18,2024-04-10,Education,Credit Card
T10074,D0134,255.42,2023-07-29,Disaster Relief,Credit Card
T11435,D0227,16.09,2024-10-14,Disaster Relief,Credit Card
T10951,D0116,228.75,2024-11-24,Health,Debit Card
T11101,D0059,705.42,2024-01-31,Disaster Relief,Debit Card
T10934,D0144,47.67,2024-05-18,Education,Credit Card
T11716,D0236,21.9,2024-08-07,Animal Welfare,UPI
T11858,D0160,379.03,2024-02-03,Environment,UPI
T11483,D0154,11.16,2023-11-27,Disaster Relief,Net Banking
T10875,D0081,43.96,2024-03-23,Environment,Debit Card
T11670,D0284,105.81,2023-06-18,Environment,Credit Card
T10394,D0230,93.35,2023-08-28,Animal Welfare,Credit Card
T11506,D0237,183.58,2024-02-28,Education,Debit Card
T10904,D0088,119.44,2024-10-15,Disaster Relief,UPI
T11737,D0267,53.29,2024-10-04,Education,Debit Card
T10117,D0147,51.3,2023-08-04,Environment,Debit Card
T10826,D0150,95.04,2023-09-25,Disaster Relief,Net Banking
T10561,D0114,57.9,2023-08-13,Health,Net Banking
T11021,D0184,80.58,2024-03-24,Animal Welfare,Debit Card
T10438,D0229,255.0,2024-09-09,Environment,Credit Card
T11297,D0004,32.09,2024-07-15,Disaster Relief,Credit Card
T11252,D0188,34.96,2023-07-08,Environment,Net Banking
T11162,D0177,91.63,2024-05-13,Environment,UPI
T11436,D0097,83.61,2023-04-20,Health,Credit Card
T11671,D0298,430.7,2023-02-11,Health,UPI
T10122,D0102,86.55,2023-05-31,Education,UPI
T11729,D0142,201.02,2023-02-25,Education,Debit Card
T11527,D0103,83.43,2023-07-17,Disaster Relief,Debit Card
T10923,D0007,331.74,2024-12-18,Animal Welfare,Net Banking
T10842,D0044,49.21,2024-08-19,Animal Welfare,Debit Card
T10882,D0255,13.98,2023-05-25,Disaster Relief,UPI
T11625,D0067,244.24,2024-01-20,Animal Welfare,Credit Card
T10058,D0094,19.26,2023-10-13,Environment,Credit Card
T11814,D0155,27.15,2024-11-14,Education,UPI
T11189,D0131,256.32,2024-05-03,Health,UPI
T10817,D0278,111.83,2023-12-21,Education,Debit Card
T10213,D0014,60.79,2023-04-04,Health,UPI
T10387,D0175,49.07,2024-05-12,Health,Credit Card
T10243,D0198,102.46,2024-11-10,Health,Net Banking
T10270,D0071,341.47,2024-10-05,Education,UPI
T10083,D0136,23.13,2023-04-29,Education,Credit Card
T11153,D0250,237.97,2023-08-26,Education,Debit Card
T11387,D0222,38.05,2023-10-24,Environment,Credit Card
T11945,D0067,155.66,2024-03-17,Health,Credit Card
T11642,D0277,157.19,2023-08-20,Education,Net Banking
T11649,D0154,256.71,2024-12-13,Environment,UPI
T10540,D0244,626.04,2024-05-03,Health,Debit Card
T10462,D0034,284.12,2023-11-13,Environment,Net Banking
T10676,D0164,33.77,2023-10-26,Environment,Credit Card
T11636,D0018,111.94,2023-03-16,Education,Debit Card
T10938,D0249,35.06,2024-06-12,Disaster Relief,UPI
T10414,D0235,209.85,2023-03-06,Education,Net Banking
T11550,D0273,614.84,2024-04-17,Environment,Net Banking
T10395,D0159,544.03,2024-04-25,Health,Debit Card
T10402,D0231,150.74,2024-06-09,Health,Net Banking
T10598,D0210,52.71,2023-06-02,Disaster Relief,Net Banking
T10989,D0010,351.96,2024-11-23,Education,Credit Card
T10099,D0196,32.83,2023-02-09,Environment,Credit Card
T10998,D0064,610.1,2024-01-11,Education,Net Banking
T11519,D0175,533.55,2024-05-10,Animal Welfare,Debit Card
T10432,D0224,202.58,2024-02-14,Environment,Net Banking
T11822,D0051,200.91,2023-08-08,Animal Welfare,Net Banking
T11802,D0214,97.16,2024-04-16,Education,UPI
T11982,D0236,132.57,2024-12-25,Environment,Net Banking
T11258,D0243,23.27,2023-01-10,Health,Net Banking
T10866,D0253,43.74,2024-07-09,Disaster Relief,Credit Card
T10859,D0242,23.59,2024-06-26,Disaster Relief,Credit Card
T10052,D0125,571.02,2024-04-29,Environment,Credit Card
T10925,D0291,14.55,2024-08-25,Animal Welfare,UPI
T11490,D0219,64.24,2024-09-15,Disaster Relief,Debit Card
T10085,D0176,88.66,2023-07-28,Disaster Relief,Net Banking
T11897,D0099,51.66,2023-01-29,Health,Debit Card
T11205,D0200,304.29,2024-10-13,Education,UPI
T10915,D0244,124.59,2023-11-03,Education,Net Banking
T11863,D0015,167.5,2024-08-27,Education,Credit Card
T10319,D0035,67.6,2023-04-04,Education,UPI
T10226,D0282,732.46,2023-05-15,Disaster Relief,Net Banking
T10507,D0168,355.8,2024-09-19,Disaster Relief,Credit Card
T10136,D0071,156.29,2023-06-04,Health,Net Banking
T11817,D0047,303.26,2023-05-30,Disaster Relief,Debit Card
T11060,D0284,423.78,2024-03-19,Animal Welfare,Net Banking
T11937,D0286,358.65,2024-10-24,Animal Welfare,Credit Card
T11901,D0133,11.05,2023-10-12,Animal Welfare,Credit Card
T10337,D0042,253.25,2023-10-06,Environment,Net Banking
T11651,D0098,82.23,2023-05-24,Education,Credit Card
T10287,D0276,166.46,2023-05-19,Environment,Net Banking
T11210,D0030,121.09,2023-06-29,Environment,Net Banking
T10024,D0127,131.79,2024-07-28,Animal Welfare,Debit Card
T11882,D0140,212.28,2023-03-10,Animal Welfare,Net Banking
T10501,D0061,163.62,2023-05-12,Education,Net Banking
T11726,D0071,152.43,2023-12-09,Health,UPI
T11132,D0170,26.9,2024-01-01,Health,Credit Card
T11047,D0261,14.94,2024-07-29,Health,Net Banking
T10495,D0147,97.19,2024-07-03,Education,UPI
T11465,D0194,19.88,2024-07-17,Environment,UPI
T10767,D0085,428.73,2024-03-26,Disaster Relief,Credit Card
T11443,D0071,127.31,2023-06-17,Health,Credit Card
T10231,D0256,149.69,2023-10-26,Animal Welfare,Debit Card
T11933,D0069,195.01,2023-09-24,Health,Debit Card
T10272,D0068,413.59,2023-04-03,Disaster Relief,Debit Card
T11759,D0290,168.8,2024-03-28,Disaster Relief,UPI


